Test Set,Setting,Service,Slot,Mapping,Categorical,Accuracy,F1,Recall,Precision
v2.2,onto,taxi,taxi-arriveby,Non-mapping,Non-categorical,0.9525230602278894,0.5218579234972678,0.3812375249500998,0.8268398268398268
v2.2,original,hotel,hotel-pricerange,Non-mapping,Categorical,0.842919153553988,0.3840425531914893,0.4871794871794871,0.3169446883230904
v2.2,original,hotel,hotel-type,Non-mapping,Categorical,0.8102278893109062,0.2249307479224376,0.2942028985507246,0.1820627802690582
v2.2,original,hotel,hotel-parking,Non-mapping,Categorical,0.8510580575149214,0.0334507042253521,0.0473815461346633,0.0258503401360544
v2.2,original,hotel,hotel-bookday,Non-mapping,Categorical,0.9267498643516008,0.7213622291021672,0.6760154738878144,0.7732300884955752
v2.2,original,hotel,hotel-bookpeople,Mapping,Categorical,0.9158979924036896,0.6774193548387096,0.7161716171617162,0.6426456071076012
v2.2,original,hotel,hotel-bookstay,Mapping,Categorical,0.9712425393380358,0.8900414937759336,0.8693009118541033,0.9117959617428268
v2.2,original,hotel,hotel-stars,Mapping,Categorical,0.9366521975040696,0.8096208724011416,0.75,0.8795394154118689
v2.2,original,hotel,hotel-internet,Non-mapping,Categorical,0.847802495930548,0.0070796460176991,0.0303030303030303,0.0040080160320641
v2.2,original,hotel,hotel-name,Mapping,Non-categorical,0.7668204015192621,0.2390438247011952,0.1511758118701008,0.5708245243128964
v2.2,original,hotel,hotel-area,Non-mapping,Categorical,0.773060227889311,0.3727034120734908,0.2679245283018868,0.6120689655172413
v2.2,original,train,train-arriveby,Non-mapping,Non-categorical,0.8244709712425393,0.5680907877169559,0.5050445103857567,0.6491228070175439
v2.2,original,train,train-departure,Mapping,Categorical,0.9047748236570808,0.8539933444259566,0.8699152542372881,0.8386437908496732
v2.2,original,train,train-day,Non-mapping,Categorical,0.8878187737384698,0.8253431890179512,0.7894949494949495,0.8646017699115044
v2.2,original,train,train-bookpeople,Mapping,Categorical,0.8814432989690721,0.3955739972337483,0.9285714285714286,0.2513181019332162
v2.2,original,train,train-leaveat,Non-mapping,Non-categorical,0.7803852414541509,0.4587094617184888,0.3271340009537434,0.767337807606264
v2.2,original,train,train-destination,Mapping,Categorical,0.8921595225176343,0.8337167956494457,0.918010133578996,0.7636015325670498
v2.2,original,attraction,attraction-area,Non-mapping,Categorical,0.7973412913727618,0.3593481989708404,0.4923619271445358,0.2829169480081026
v2.2,original,attraction,attraction-name,Mapping,Non-categorical,0.773060227889311,0.2006688963210702,0.1502145922746781,0.302158273381295
v2.2,original,attraction,attraction-type,Mapping,Categorical,0.8579761258817146,0.5759416767922236,0.7917594654788419,0.452577975811585
v2.2,original,restaurant,restaurant-pricerange,Mapping,Categorical,0.8756104177970699,0.7314787701317716,0.6923503325942351,0.7752948479205463
v2.2,original,restaurant,restaurant-area,Non-mapping,Categorical,0.8107704829083017,0.6673026472692584,0.5287226001511716,0.9043309631544926
v2.2,original,restaurant,restaurant-food,Mapping,Non-categorical,0.7575963103635377,0.4845687914623593,0.3262135922330097,0.9417040358744396
v2.2,original,restaurant,restaurant-name,Mapping,Non-categorical,0.7201573521432447,0.2634773295251696,0.1544579321892005,0.8956310679611651
v2.2,original,restaurant,restaurant-bookday,Non-mapping,Categorical,0.9485892566467716,0.8566023458191447,0.7764060356652949,0.9552742616033756
v2.2,original,restaurant,restaurant-bookpeople,Mapping,Categorical,0.9422137818773738,0.845203488372093,0.8098885793871866,0.8837386018237082
v2.2,original,restaurant,restaurant-booktime,Mapping,Non-categorical,0.9621540965816604,0.8983606557377048,0.8253012048192772,0.9856115107913668
v2.2,original,taxi,taxi-leaveat,Non-mapping,Non-categorical,0.9599837221920782,0.6651532349602722,0.5017123287671232,0.9865319865319864
v2.2,original,taxi,taxi-destination,Mapping,Non-categorical,0.9289202387411828,0.2681564245810056,0.3298969072164948,0.2258823529411764
v2.2,original,taxi,taxi-departure,Non-mapping,Non-categorical,0.922680412371134,0.188034188034188,0.1575178997613365,0.2332155477031802
v2.2,original,taxi,taxi-arriveby,Non-mapping,Non-categorical,0.9525230602278894,0.5218579234972678,0.3812375249500998,0.8268398268398268
